age,job,marital,education,default,balance,housing,loan,contact,day,month,campaign,pdays,previous,poutcome,y,was_previously_contacted,last_contact_category,previous_contact_category,client_status
45,technician,divorced,secondary,no,-357,yes,yes,cellular,18,may,1,355,2,failure,yes,1,long_ago,few_times,possible_client_category
27,technician,divorced,secondary,no,21,yes,no,cellular,18,may,1,356,1,failure,no,1,long_ago,contacted_once,failure
53,blue-collar,married,primary,no,273,yes,no,cellular,18,may,1,279,2,failure,no,1,long_ago,few_times,failure
21,student,single,tertiary,no,2764,yes,no,cellular,18,may,2,354,2,failure,no,1,long_ago,few_times,failure
47,technician,married,secondary,no,536,yes,no,cellular,18,may,2,336,2,success,no,1,long_ago,few_times,failure
39,services,single,primary,no,471,yes,no,cellular,18,may,4,362,1,failure,no,1,long_ago,contacted_once,failure
26,blue-collar,single,secondary,no,154,yes,no,cellular,18,may,2,356,2,failure,no,1,long_ago,few_times,failure
27,technician,single,secondary,no,2293,yes,no,cellular,18,may,3,364,1,other,no,1,long_ago,contacted_once,failure
34,entrepreneur,single,tertiary,no,1068,yes,no,cellular,18,may,6,378,2,failure,no,1,long_ago,few_times,failure
34,admin.,single,tertiary,no,4254,yes,no,cellular,18,may,3,178,1,success,no,1,long_ago,contacted_once,failure
33,admin.,married,secondary,no,1077,yes,no,cellular,18,may,3,374,3,other,no,1,long_ago,few_times,failure
44,admin.,divorced,secondary,no,777,yes,no,cellular,18,may,3,350,2,failure,no,1,long_ago,few_times,failure
34,blue-collar,married,primary,no,392,yes,no,cellular,18,may,3,360,1,failure,no,1,long_ago,contacted_once,failure
25,services,single,secondary,no,-371,yes,no,cellular,18,may,2,347,3,other,no,1,long_ago,few_times,failure
32,blue-collar,married,primary,no,-454,yes,yes,cellular,18,may,5,355,2,failure,yes,1,long_ago,few_times,possible_client_category
50,technician,divorced,secondary,no,116,yes,no,cellular,18,may,2,321,14,other,no,1,long_ago,many_times,failure
44,admin.,married,secondary,no,429,yes,yes,cellular,18,may,3,349,32,failure,no,1,long_ago,many_times,failure
28,management,single,secondary,no,1609,yes,no,cellular,18,may,2,315,3,failure,no,1,long_ago,few_times,failure
44,technician,single,secondary,no,59,yes,no,cellular,18,may,4,341,19,failure,no,1,long_ago,many_times,failure
30,management,single,tertiary,no,264,yes,no,cellular,18,may,2,370,2,other,no,1,long_ago,few_times,failure
27,admin.,single,primary,no,528,yes,yes,cellular,18,may,2,311,2,failure,no,1,long_ago,few_times,failure
52,blue-collar,married,secondary,no,266,yes,no,cellular,18,may,2,299,3,other,no,1,long_ago,few_times,failure
34,technician,married,secondary,no,966,yes,no,cellular,18,may,4,273,7,other,no,1,long_ago,many_times,failure
35,blue-collar,divorced,secondary,no,164,yes,no,cellular,18,may,5,364,13,failure,no,1,long_ago,many_times,failure
38,admin.,single,secondary,no,1560,yes,no,cellular,18,may,2,178,3,failure,no,1,long_ago,few_times,failure
28,blue-collar,married,secondary,no,1072,yes,no,cellular,18,may,2,356,4,other,no,1,long_ago,many_times,failure
23,student,single,secondary,no,234,yes,no,cellular,18,may,5,354,7,other,no,1,long_ago,many_times,failure
30,services,divorced,secondary,no,1336,yes,no,cellular,18,may,3,355,5,failure,no,1,long_ago,many_times,failure
54,retired,divorced,secondary,no,451,no,yes,cellular,18,may,4,280,5,failure,no,1,long_ago,many_times,failure
28,technician,single,secondary,no,3,no,no,telephone,18,may,8,349,6,failure,no,1,long_ago,many_times,failure
36,technician,single,secondary,no,23,yes,no,cellular,18,may,2,333,2,failure,no,1,long_ago,few_times,failure
30,technician,single,secondary,no,778,yes,no,cellular,18,may,2,346,2,failure,no,1,long_ago,few_times,failure
43,services,single,secondary,no,-63,yes,no,cellular,18,may,3,374,1,other,no,1,long_ago,contacted_once,failure
35,management,single,tertiary,no,-292,yes,no,cellular,18,may,2,272,6,failure,no,1,long_ago,many_times,failure
33,admin.,single,secondary,no,-371,yes,yes,cellular,18,may,2,350,4,other,no,1,long_ago,many_times,failure
42,blue-collar,married,primary,no,1687,yes,no,cellular,18,may,3,178,3,other,no,1,long_ago,few_times,failure
40,technician,single,secondary,no,191,yes,no,cellular,18,may,4,374,1,other,no,1,long_ago,contacted_once,failure
29,entrepreneur,single,tertiary,no,219,yes,no,cellular,18,may,2,356,1,failure,no,1,long_ago,contacted_once,failure
30,retired,single,secondary,no,48,no,no,cellular,18,may,2,300,1,other,no,1,long_ago,contacted_once,failure
46,entrepreneur,divorced,tertiary,no,148,yes,no,cellular,18,may,3,350,5,other,no,1,long_ago,many_times,failure
33,blue-collar,married,secondary,no,139,yes,yes,cellular,18,may,2,291,5,failure,yes,1,long_ago,many_times,possible_client_category
31,technician,single,tertiary,no,-241,yes,no,cellular,18,may,2,355,1,failure,no,1,long_ago,contacted_once,failure
33,technician,single,secondary,no,1279,yes,no,cellular,18,may,2,349,3,success,no,1,long_ago,few_times,failure
29,blue-collar,divorced,unknown,no,101,yes,no,cellular,18,may,2,355,4,failure,no,1,long_ago,many_times,failure
29,management,married,tertiary,no,318,yes,no,cellular,18,may,2,356,4,failure,no,1,long_ago,many_times,failure
37,admin.,single,secondary,no,16,no,no,cellular,18,may,5,336,2,failure,no,1,long_ago,few_times,failure
34,blue-collar,married,secondary,no,355,yes,no,cellular,18,may,3,348,3,failure,no,1,long_ago,few_times,failure
23,student,single,secondary,no,2530,yes,no,cellular,18,may,3,364,3,other,no,1,long_ago,few_times,failure
34,management,married,tertiary,no,1657,yes,no,cellular,18,may,2,356,4,failure,no,1,long_ago,many_times,failure
26,services,single,primary,no,-32,yes,no,cellular,18,may,2,336,6,other,no,1,long_ago,many_times,failure
35,admin.,single,secondary,no,181,yes,no,cellular,18,may,4,301,1,failure,no,1,long_ago,contacted_once,failure
29,blue-collar,married,secondary,no,1958,yes,no,cellular,18,may,4,349,1,failure,no,1,long_ago,contacted_once,failure
34,admin.,married,secondary,no,393,yes,no,cellular,18,may,4,355,1,failure,no,1,long_ago,contacted_once,failure
59,retired,divorced,primary,no,47,yes,no,telephone,18,may,3,374,1,failure,no,1,long_ago,contacted_once,failure
26,blue-collar,single,secondary,no,-350,yes,no,cellular,18,may,3,329,3,failure,no,1,long_ago,few_times,failure
43,self-employed,married,secondary,no,487,yes,no,telephone,18,may,2,279,4,failure,no,1,long_ago,many_times,failure
38,blue-collar,married,primary,no,5643,yes,no,cellular,18,may,2,362,1,failure,no,1,long_ago,contacted_once,failure
30,blue-collar,single,secondary,no,8950,yes,no,cellular,18,may,4,355,1,other,no,1,long_ago,contacted_once,failure
45,admin.,married,secondary,no,14,no,yes,cellular,18,may,9,353,5,failure,no,1,long_ago,many_times,failure
30,services,single,secondary,no,177,yes,no,cellular,18,may,4,356,2,other,no,1,long_ago,few_times,failure
34,blue-collar,married,primary,no,-1,yes,no,cellular,18,may,6,355,1,other,yes,1,long_ago,contacted_once,possible_client_category
36,blue-collar,single,primary,no,90,yes,no,cellular,18,may,2,360,1,failure,no,1,long_ago,contacted_once,failure
48,blue-collar,married,secondary,no,5306,yes,no,cellular,18,may,2,368,1,failure,no,1,long_ago,contacted_once,failure
47,blue-collar,single,secondary,no,57,yes,no,cellular,18,may,3,369,4,failure,no,1,long_ago,many_times,failure
29,admin.,single,secondary,no,596,yes,no,cellular,18,may,2,346,6,failure,no,1,long_ago,many_times,failure
34,blue-collar,married,secondary,no,463,yes,no,cellular,18,may,11,360,4,failure,no,1,long_ago,many_times,failure
26,blue-collar,married,primary,no,172,yes,no,cellular,18,may,3,354,3,failure,no,1,long_ago,few_times,failure
34,technician,married,secondary,no,118,yes,no,cellular,18,may,4,262,2,failure,no,1,long_ago,few_times,failure
33,self-employed,single,secondary,no,136,yes,no,cellular,18,may,2,336,13,other,no,1,long_ago,many_times,failure
28,services,married,secondary,no,38,yes,no,cellular,18,may,5,355,3,other,no,1,long_ago,few_times,failure
34,blue-collar,single,primary,no,18,no,no,cellular,18,may,4,360,3,other,no,1,long_ago,few_times,failure
39,technician,married,secondary,no,6,yes,no,cellular,18,may,3,357,4,failure,no,1,long_ago,many_times,failure
24,blue-collar,single,secondary,no,-398,yes,no,cellular,18,may,3,355,4,other,no,1,long_ago,many_times,failure
27,technician,married,tertiary,no,176,yes,no,cellular,18,may,2,350,7,other,no,1,long_ago,many_times,failure
32,admin.,divorced,secondary,yes,5,yes,yes,cellular,18,may,3,363,2,other,no,1,long_ago,few_times,failure
31,entrepreneur,married,primary,no,-98,yes,no,cellular,18,may,3,362,7,failure,no,1,long_ago,many_times,failure
31,admin.,single,secondary,no,-422,yes,no,cellular,18,may,2,329,15,other,no,1,long_ago,many_times,failure
32,technician,married,secondary,no,580,yes,no,cellular,18,may,4,279,2,other,no,1,long_ago,few_times,failure
31,unemployed,single,secondary,no,500,yes,no,cellular,18,may,2,350,2,failure,no,1,long_ago,few_times,failure
28,technician,single,tertiary,no,426,no,no,cellular,18,may,4,355,1,other,no,1,long_ago,contacted_once,failure
27,technician,single,secondary,no,1842,yes,yes,cellular,18,may,2,300,1,failure,no,1,long_ago,contacted_once,failure
40,blue-collar,married,primary,no,592,yes,no,cellular,18,may,3,350,2,failure,no,1,long_ago,few_times,failure
47,admin.,married,secondary,no,-121,yes,yes,cellular,18,may,4,314,4,failure,no,1,long_ago,many_times,failure
49,admin.,single,secondary,no,1150,yes,no,cellular,18,may,2,355,1,failure,no,1,long_ago,contacted_once,failure
40,management,married,tertiary,no,198,yes,no,cellular,18,may,5,364,8,failure,no,1,long_ago,many_times,failure
26,blue-collar,single,secondary,no,23,yes,no,cellular,18,may,6,367,1,other,no,1,long_ago,contacted_once,failure
24,student,single,secondary,no,508,yes,no,telephone,18,may,3,374,1,other,no,1,long_ago,contacted_once,failure
46,services,married,primary,no,116,yes,no,cellular,18,may,4,341,3,failure,no,1,long_ago,few_times,failure
38,technician,single,secondary,no,-242,yes,no,cellular,18,may,3,278,6,success,yes,1,long_ago,many_times,possible_client_category
29,blue-collar,married,primary,no,79,yes,no,cellular,18,may,4,356,2,failure,no,1,long_ago,few_times,failure
25,services,married,secondary,no,121,yes,no,cellular,18,may,3,356,3,other,no,1,long_ago,few_times,failure
35,services,single,secondary,no,719,yes,no,cellular,18,may,3,368,3,failure,yes,1,long_ago,few_times,possible_client_category
38,technician,married,secondary,no,976,yes,no,cellular,18,may,8,308,3,success,no,1,long_ago,few_times,failure
29,unemployed,single,tertiary,no,497,yes,no,cellular,18,may,3,298,6,success,yes,1,long_ago,many_times,possible_client_category
28,blue-collar,married,secondary,no,1113,yes,no,cellular,22,may,1,108,2,other,no,1,long_ago,few_times,failure
46,management,single,tertiary,no,6651,no,no,cellular,22,may,1,60,1,failure,no,1,moderate,contacted_once,failure
42,blue-collar,married,secondary,no,366,yes,no,cellular,22,may,1,106,1,failure,yes,1,long_ago,contacted_once,possible_client_category
45,admin.,divorced,secondary,no,397,yes,yes,cellular,22,may,1,95,2,success,yes,1,long_ago,few_times,possible_client_category
32,technician,single,tertiary,no,1625,no,no,cellular,22,may,1,109,1,failure,yes,1,long_ago,contacted_once,possible_client_category
33,management,married,tertiary,no,81,yes,no,cellular,22,may,1,186,1,failure,no,1,long_ago,contacted_once,failure
30,management,married,tertiary,no,877,no,no,cellular,22,may,2,108,3,failure,no,1,long_ago,few_times,failure
39,technician,married,secondary,no,2266,no,no,cellular,22,may,1,93,4,success,no,1,long_ago,many_times,failure
43,unemployed,single,unknown,no,3274,yes,no,cellular,22,may,1,95,1,failure,no,1,long_ago,contacted_once,failure
37,admin.,married,secondary,no,1314,yes,no,cellular,22,may,1,14,9,failure,no,1,moderate,many_times,failure
49,unemployed,married,tertiary,no,377,no,no,cellular,22,may,1,59,2,failure,no,1,moderate,few_times,failure
37,services,married,secondary,no,1543,yes,no,cellular,22,may,1,10,6,failure,yes,1,moderate,many_times,possible_client_category
28,student,single,secondary,no,5916,no,no,cellular,22,may,1,63,5,failure,no,1,long_ago,many_times,failure
39,management,single,tertiary,no,0,yes,no,cellular,22,may,1,93,3,success,yes,1,long_ago,few_times,possible_client_category
58,retired,divorced,primary,no,720,no,no,telephone,22,may,1,94,4,success,no,1,long_ago,many_times,failure
58,retired,divorced,primary,no,1194,yes,no,cellular,22,may,1,310,1,other,no,1,long_ago,contacted_once,failure
43,services,married,secondary,no,2145,no,no,cellular,22,may,1,183,3,failure,yes,1,long_ago,few_times,possible_client_category
39,management,married,tertiary,no,622,no,no,cellular,22,may,2,184,1,failure,no,1,long_ago,contacted_once,failure
54,management,married,tertiary,no,511,no,no,cellular,22,may,2,94,3,failure,no,1,long_ago,few_times,failure
26,student,single,secondary,no,620,no,no,cellular,22,may,1,94,1,success,yes,1,long_ago,contacted_once,possible_client_category
44,technician,married,secondary,no,2981,yes,yes,cellular,22,may,1,101,2,failure,no,1,long_ago,few_times,failure
43,management,divorced,unknown,no,7702,no,no,cellular,22,may,1,95,2,success,yes,1,long_ago,few_times,possible_client_category
27,student,single,tertiary,no,3733,yes,no,cellular,22,may,1,98,6,success,yes,1,long_ago,many_times,possible_client_category
46,services,married,secondary,no,1381,yes,no,cellular,22,may,3,379,1,failure,no,1,long_ago,contacted_once,failure
36,unemployed,single,tertiary,no,953,yes,no,cellular,22,may,1,94,2,other,no,1,long_ago,few_times,failure
42,management,married,primary,no,5310,yes,no,cellular,22,may,2,186,1,success,yes,1,long_ago,contacted_once,possible_client_category
28,technician,single,secondary,no,1532,no,no,cellular,22,may,1,107,5,failure,no,1,long_ago,many_times,failure
36,management,married,tertiary,no,255,no,no,cellular,22,may,2,92,2,other,yes,1,long_ago,few_times,possible_client_category
27,management,single,tertiary,no,616,yes,no,cellular,22,may,1,101,1,other,yes,1,long_ago,contacted_once,possible_client_category
31,admin.,single,secondary,no,554,yes,no,cellular,25,may,3,103,2,failure,no,1,long_ago,few_times,failure
43,admin.,single,secondary,no,733,yes,no,cellular,25,may,1,187,3,success,yes,1,long_ago,few_times,possible_client_category
54,blue-collar,married,primary,no,258,no,no,telephone,25,may,1,88,1,failure,no,1,long_ago,contacted_once,failure
32,technician,married,tertiary,no,8023,no,no,cellular,25,may,1,97,1,other,no,1,long_ago,contacted_once,failure
33,technician,single,secondary,no,2583,no,no,cellular,25,may,1,108,1,failure,no,1,long_ago,contacted_once,failure
60,retired,divorced,tertiary,no,439,no,yes,cellular,25,may,1,321,1,failure,yes,1,long_ago,contacted_once,possible_client_category
35,admin.,married,secondary,no,514,yes,no,cellular,25,may,1,185,1,other,no,1,long_ago,contacted_once,failure
26,student,single,tertiary,no,5169,yes,no,cellular,25,may,1,35,2,failure,yes,1,moderate,few_times,possible_client_category
36,management,single,tertiary,no,1379,no,no,cellular,25,may,1,186,1,failure,yes,1,long_ago,contacted_once,possible_client_category
28,technician,single,tertiary,no,0,yes,no,cellular,25,may,1,40,2,failure,yes,1,moderate,few_times,possible_client_category
56,retired,married,tertiary,no,281,no,no,cellular,25,may,1,83,2,success,no,1,long_ago,few_times,failure
30,technician,single,secondary,no,156,yes,no,cellular,25,may,4,363,5,failure,no,1,long_ago,many_times,failure
24,blue-collar,single,secondary,no,167,no,yes,cellular,25,may,1,96,2,success,yes,1,long_ago,few_times,possible_client_category
38,management,married,tertiary,no,93,yes,no,cellular,25,may,1,272,4,failure,no,1,long_ago,many_times,failure
30,admin.,married,secondary,no,1165,no,no,cellular,25,may,1,35,2,failure,no,1,moderate,few_times,failure
31,admin.,single,secondary,no,8626,no,no,cellular,25,may,1,111,1,failure,no,1,long_ago,contacted_once,failure
37,management,married,tertiary,no,900,yes,no,cellular,25,may,1,18,3,failure,no,1,moderate,few_times,failure
39,management,married,tertiary,no,246,yes,no,cellular,25,may,1,306,8,failure,no,1,long_ago,many_times,failure
38,admin.,married,secondary,no,755,yes,no,cellular,25,may,1,97,1,success,no,1,long_ago,contacted_once,failure
33,management,married,secondary,no,369,no,no,cellular,25,may,2,103,1,success,no,1,long_ago,contacted_once,failure
43,technician,divorced,secondary,no,1612,no,no,cellular,25,may,2,353,1,other,yes,1,long_ago,contacted_once,possible_client_category
36,technician,married,tertiary,no,911,yes,yes,cellular,25,may,2,21,3,failure,yes,1,moderate,few_times,possible_client_category
31,technician,single,secondary,no,863,yes,no,cellular,25,may,3,111,6,failure,no,1,long_ago,many_times,failure
29,admin.,married,tertiary,no,238,no,no,cellular,25,may,2,88,1,failure,yes,1,long_ago,contacted_once,possible_client_category
54,unemployed,married,secondary,no,1561,no,no,cellular,25,may,3,186,2,failure,yes,1,long_ago,few_times,possible_client_category
35,technician,single,secondary,no,27,yes,no,cellular,25,may,1,305,1,other,yes,1,long_ago,contacted_once,possible_client_category
32,technician,single,tertiary,no,705,yes,no,cellular,25,may,2,35,4,failure,yes,1,moderate,many_times,possible_client_category
27,technician,single,tertiary,no,11862,no,no,telephone,25,may,5,101,1,success,no,1,long_ago,contacted_once,failure
33,technician,single,tertiary,no,109,yes,yes,cellular,25,may,2,10,7,failure,yes,1,moderate,many_times,possible_client_category
40,blue-collar,married,primary,no,-310,yes,yes,cellular,26,may,2,363,5,failure,no,1,long_ago,many_times,failure
48,management,single,tertiary,no,5689,no,no,cellular,26,may,2,103,1,success,no,1,long_ago,contacted_once,failure
32,management,married,tertiary,no,937,no,no,cellular,26,may,1,190,1,failure,no,1,long_ago,contacted_once,failure
24,self-employed,single,unknown,no,1179,no,no,cellular,26,may,1,105,1,failure,no,1,long_ago,contacted_once,failure
40,management,married,secondary,no,363,yes,yes,cellular,26,may,1,104,2,failure,no,1,long_ago,few_times,failure
24,student,single,secondary,no,23878,no,no,cellular,26,may,1,97,1,success,yes,1,long_ago,contacted_once,possible_client_category
35,blue-collar,single,secondary,no,142,yes,no,cellular,26,may,2,19,3,failure,no,1,moderate,few_times,failure
42,technician,married,secondary,no,1066,no,no,cellular,26,may,1,104,3,success,no,1,long_ago,few_times,failure
32,technician,single,tertiary,no,2340,no,no,cellular,26,may,1,97,2,success,no,1,long_ago,few_times,failure
56,entrepreneur,married,secondary,no,339,yes,no,cellular,26,may,1,98,3,other,no,1,long_ago,few_times,failure
30,technician,single,tertiary,no,411,no,no,cellular,26,may,1,35,1,failure,no,1,moderate,contacted_once,failure
58,technician,married,secondary,no,3399,no,no,cellular,26,may,1,97,7,other,yes,1,long_ago,many_times,possible_client_category
36,management,married,tertiary,no,753,no,no,cellular,26,may,5,40,4,failure,no,1,moderate,many_times,failure
31,technician,single,secondary,no,138,no,no,cellular,26,may,1,285,2,other,yes,1,long_ago,few_times,possible_client_category
31,management,single,tertiary,no,816,yes,no,cellular,26,may,1,40,1,failure,no,1,moderate,contacted_once,failure
30,management,single,tertiary,no,938,no,no,cellular,26,may,2,105,1,other,no,1,long_ago,contacted_once,failure
51,entrepreneur,married,primary,no,1443,no,no,cellular,26,may,1,97,10,success,no,1,long_ago,many_times,failure
33,management,married,tertiary,no,1778,no,no,cellular,26,may,1,103,1,success,no,1,long_ago,contacted_once,failure
34,management,single,tertiary,no,808,no,no,cellular,26,may,2,97,1,other,no,1,long_ago,contacted_once,failure
35,technician,married,tertiary,no,8029,yes,no,cellular,26,may,1,285,4,success,no,1,long_ago,many_times,failure
58,retired,married,secondary,no,2714,no,no,cellular,26,may,1,287,2,failure,yes,1,long_ago,few_times,possible_client_category
60,retired,divorced,tertiary,no,4,yes,no,cellular,26,may,3,358,2,failure,no,1,long_ago,few_times,failure
35,technician,single,secondary,no,1693,yes,no,cellular,26,may,1,105,1,success,no,1,long_ago,contacted_once,failure
30,management,married,unknown,no,385,no,no,cellular,26,may,2,97,2,other,no,1,long_ago,few_times,failure
34,technician,married,tertiary,no,23076,no,no,cellular,26,may,2,35,6,other,yes,1,moderate,many_times,possible_client_category
48,management,divorced,tertiary,no,17964,yes,no,cellular,26,may,2,96,3,other,yes,1,long_ago,few_times,possible_client_category
26,admin.,single,tertiary,no,2170,yes,no,cellular,26,may,1,29,1,failure,no,1,moderate,contacted_once,failure
43,management,married,tertiary,no,228,yes,no,cellular,26,may,1,113,1,failure,no,1,long_ago,contacted_once,failure
24,student,married,unknown,no,146,no,no,cellular,26,may,1,40,1,failure,no,1,moderate,contacted_once,failure
36,technician,married,secondary,no,15485,no,no,cellular,26,may,1,42,1,success,no,1,moderate,contacted_once,failure
31,technician,married,secondary,no,180,no,no,cellular,26,may,1,70,2,success,no,1,long_ago,few_times,failure
52,technician,married,secondary,no,195,yes,no,cellular,26,may,1,98,2,failure,no,1,long_ago,few_times,failure
43,management,divorced,tertiary,no,36,no,no,cellular,26,may,1,102,2,failure,no,1,long_ago,few_times,failure
28,self-employed,single,tertiary,no,805,no,no,cellular,26,may,1,99,1,success,no,1,long_ago,contacted_once,failure
59,management,married,tertiary,no,1831,no,no,cellular,26,may,2,98,2,failure,no,1,long_ago,few_times,failure
57,self-employed,married,tertiary,no,350,no,no,cellular,26,may,6,112,3,failure,no,1,long_ago,few_times,failure
34,housemaid,married,tertiary,no,0,no,no,cellular,26,may,1,188,1,failure,no,1,long_ago,contacted_once,failure
32,technician,married,tertiary,no,4089,no,no,cellular,26,may,7,287,3,failure,no,1,long_ago,few_times,failure
34,management,single,tertiary,no,0,yes,yes,cellular,26,may,2,98,1,other,no,1,long_ago,contacted_once,failure
29,services,married,secondary,no,1135,yes,no,cellular,26,may,2,98,1,success,no,1,long_ago,contacted_once,failure
36,admin.,single,tertiary,no,635,no,no,cellular,26,may,1,102,1,failure,no,1,long_ago,contacted_once,failure
36,technician,single,secondary,no,144,no,no,cellular,26,may,1,308,2,failure,no,1,long_ago,few_times,failure
28,technician,single,secondary,no,6551,no,no,cellular,26,may,1,77,1,failure,no,1,long_ago,contacted_once,failure
60,retired,married,tertiary,no,3461,no,no,cellular,26,may,2,112,2,failure,no,1,long_ago,few_times,failure
60,management,married,tertiary,no,1574,no,no,cellular,26,may,2,349,1,failure,no,1,long_ago,contacted_once,failure
32,management,single,tertiary,no,312,no,no,cellular,26,may,2,98,2,success,yes,1,long_ago,few_times,possible_client_category
47,housemaid,single,secondary,no,17023,no,no,cellular,26,may,2,97,4,other,no,1,long_ago,many_times,failure
29,management,single,tertiary,no,15459,no,no,cellular,26,may,3,97,7,success,no,1,long_ago,many_times,failure
47,admin.,divorced,secondary,no,2232,no,no,cellular,27,may,1,103,1,success,yes,1,long_ago,contacted_once,possible_client_category
37,admin.,married,secondary,no,1967,no,no,cellular,27,may,1,212,1,success,yes,1,long_ago,contacted_once,possible_client_category
26,management,single,tertiary,no,155,yes,no,cellular,27,may,4,43,5,other,no,1,moderate,many_times,failure
51,housemaid,married,unknown,no,2337,yes,no,cellular,27,may,2,41,5,success,no,1,moderate,many_times,failure
26,admin.,single,secondary,no,2509,no,no,cellular,27,may,3,97,3,success,yes,1,long_ago,few_times,possible_client_category
30,admin.,single,secondary,no,1027,yes,no,cellular,27,may,2,114,1,success,no,1,long_ago,contacted_once,failure
37,admin.,married,secondary,no,7,yes,no,cellular,27,may,7,105,1,other,no,1,long_ago,contacted_once,failure
60,housemaid,divorced,secondary,no,2063,no,no,cellular,27,may,1,99,2,failure,no,1,long_ago,few_times,failure
32,blue-collar,married,secondary,no,10287,yes,no,cellular,27,may,4,188,1,failure,yes,1,long_ago,contacted_once,possible_client_category
30,management,single,tertiary,no,5359,no,no,cellular,27,may,1,98,1,success,yes,1,long_ago,contacted_once,possible_client_category
35,technician,married,secondary,no,1368,no,no,cellular,27,may,1,41,2,other,yes,1,moderate,few_times,possible_client_category
43,management,married,tertiary,no,1336,yes,yes,cellular,27,may,2,309,1,failure,no,1,long_ago,contacted_once,failure
38,technician,single,secondary,no,2442,no,no,cellular,27,may,1,100,3,success,no,1,long_ago,few_times,failure
21,blue-collar,single,secondary,no,2265,no,no,cellular,27,may,4,99,2,success,no,1,long_ago,few_times,failure
25,admin.,single,tertiary,no,760,yes,no,cellular,27,may,3,89,2,failure,yes,1,long_ago,few_times,possible_client_category
55,admin.,divorced,secondary,no,1872,no,no,cellular,27,may,3,103,5,success,no,1,long_ago,many_times,failure
28,management,married,tertiary,no,1109,yes,no,cellular,27,may,4,310,5,failure,no,1,long_ago,many_times,failure
30,self-employed,single,tertiary,no,48,no,no,cellular,27,may,2,187,1,failure,no,1,long_ago,contacted_once,failure
52,technician,married,secondary,no,196,yes,yes,cellular,27,may,2,99,1,success,no,1,long_ago,contacted_once,failure
43,admin.,married,secondary,no,132,no,no,cellular,27,may,2,71,1,success,yes,1,long_ago,contacted_once,possible_client_category
26,management,single,tertiary,no,2506,no,no,cellular,28,may,2,100,1,success,no,1,long_ago,contacted_once,failure
58,retired,married,secondary,no,3382,no,yes,cellular,28,may,2,309,2,failure,no,1,long_ago,few_times,failure
36,admin.,married,secondary,no,953,yes,no,cellular,28,may,1,100,1,failure,no,1,long_ago,contacted_once,failure
25,technician,single,secondary,no,7103,yes,no,cellular,28,may,3,10,1,failure,yes,1,moderate,contacted_once,possible_client_category
37,admin.,married,tertiary,no,23,yes,no,telephone,28,may,1,90,1,other,no,1,long_ago,contacted_once,failure
55,admin.,married,secondary,no,602,no,no,cellular,1,jun,3,90,2,success,yes,1,long_ago,few_times,possible_client_category
55,technician,married,secondary,no,511,yes,no,cellular,1,jun,1,94,2,other,no,1,long_ago,few_times,failure
26,management,single,tertiary,no,1274,yes,no,cellular,1,jun,1,84,1,failure,no,1,long_ago,contacted_once,failure
49,management,married,tertiary,no,1808,yes,no,cellular,1,jun,1,95,1,success,yes,1,long_ago,contacted_once,possible_client_category
41,technician,divorced,tertiary,no,2611,yes,no,cellular,1,jun,1,314,2,failure,no,1,long_ago,few_times,failure
60,technician,married,secondary,no,1740,no,no,cellular,1,jun,1,80,2,success,no,1,long_ago,few_times,failure
46,management,divorced,tertiary,no,4629,no,no,cellular,1,jun,1,41,1,failure,no,1,moderate,contacted_once,failure
45,admin.,married,tertiary,no,2552,no,no,cellular,1,jun,1,293,7,failure,yes,1,long_ago,many_times,possible_client_category
25,student,single,secondary,no,1116,yes,no,cellular,1,jun,1,20,5,failure,no,1,moderate,many_times,failure
34,admin.,single,secondary,no,528,no,no,cellular,1,jun,1,124,1,other,no,1,long_ago,contacted_once,failure
58,management,married,tertiary,no,2764,no,no,cellular,1,jun,1,196,1,failure,no,1,long_ago,contacted_once,failure
42,entrepreneur,married,secondary,no,707,no,no,cellular,1,jun,1,348,1,success,no,1,long_ago,contacted_once,failure
47,technician,married,secondary,no,293,no,no,cellular,1,jun,1,90,1,success,yes,1,long_ago,contacted_once,possible_client_category
55,technician,married,secondary,no,0,yes,yes,cellular,1,jun,1,91,1,success,no,1,long_ago,contacted_once,failure
52,technician,married,secondary,no,0,yes,no,cellular,1,jun,1,83,1,failure,no,1,long_ago,contacted_once,failure
37,management,married,tertiary,no,1352,no,no,cellular,1,jun,1,347,1,success,no,1,long_ago,contacted_once,failure
60,management,married,tertiary,no,261,yes,yes,cellular,1,jun,1,192,1,failure,no,1,long_ago,contacted_once,failure
57,retired,married,tertiary,no,1292,no,no,cellular,1,jun,1,69,1,failure,no,1,long_ago,contacted_once,failure
35,management,single,tertiary,no,671,yes,no,cellular,1,jun,1,83,1,success,no,1,long_ago,contacted_once,failure
49,management,single,tertiary,no,493,no,no,cellular,1,jun,1,39,1,failure,no,1,moderate,contacted_once,failure
54,services,divorced,secondary,no,0,no,no,cellular,1,jun,1,81,2,success,yes,1,long_ago,few_times,possible_client_category
53,admin.,married,secondary,no,2851,no,yes,telephone,1,jun,1,119,1,failure,no,1,long_ago,contacted_once,failure
43,management,divorced,tertiary,no,2367,no,no,cellular,1,jun,1,38,2,other,yes,1,moderate,few_times,possible_client_category
42,management,divorced,tertiary,no,0,no,no,cellular,1,jun,1,196,1,failure,no,1,long_ago,contacted_once,failure
46,admin.,divorced,secondary,no,2087,no,no,cellular,1,jun,1,119,4,other,no,1,long_ago,many_times,failure
